Individual ID,Cylindrical_type,Umbrella_type,Open_type,Compact_type,Erectibility
IITA-TMS-IBA930098,0,0,0,1,0
IITA-TMS-IBA930265,0,0,0,1,0
IITA-TMS-IBA930223,1,0,0,0,1
IITA-TMS-IBA930591(4X),0,1,0,0,1
IITA-TMS-IBA930614(4X),0,0,1,0,0
IITA-TMS-IBA930602(4X),0,0,1,0,0
IITA-TMS-KAN930061,0,0,1,0,0
NR930199,0,0,1,0,0
IITA-TMS-ZAR930151,0,0,0,1,0
IITA-TMS-BAD9200068,0,0,0,1,0
IITA-TMS-BAD9200061,0,0,0,1,0
IITA-TMS-IBA920258,0,0,1,0,0
IITA-TMS-IBA920053,0,1,0,0,1
IITA-TMS-IBA920325,0,0,1,0,0
IITA-TMS-IBA920110,0,0,1,0,0
IITA-TMS-IBA920398,0,0,1,0,0
IITA-TMS-IBA920429,0,0,0,1,0
IITA-TMS-IBA920269,0,1,0,0,1
IITA-TMS-IBA920427,0,1,0,0,1
IITA-TMS-IBA920457,0,0,1,0,0
IITA-TMS-IBA920397,0,0,0,1,0
IITA-TMS-IBA920342(4X),1,0,0,0,1
IITA-TMS-IBA920509(4X),0,1,0,0,1
IITA-TMS-IBA920057(4X),0,1,0,0,1
IITA-TMS-IBA920067(4X),0,1,0,0,1
IITA-TMS-BAD92033,0,0,1,0,0
IITA-TMS-JOS920230,0,0,1,0,0
IITA-TMS-IBA9102324,0,0,1,0,0
IITA-TMS-IBA9100416,0,1,0,0,1
IITA-TMS-IBA9102312,0,0,1,0,0
IITA-TMS-IBA9102325,0,0,1,0,0
IITA-TMS-IBA9100153(3X),0,0,1,0,0
IITA-TMS-IBA9100255(3X),0,0,1,0,0
IITA-TMS-IBA9102325(4X),0,1,0,0,1
IITA-TMS-IBA9100090(4X),0,0,1,0,0
IITA-TMS-IBA9101730(4X),0,1,0,0,1
IITA-TMS-IBA9102316(4X),0,0,1,0,0
IITA-TMS-IBA9102324(4X),0,0,1,0,0
IITA-TMS-BAD9100455,0,0,1,0,0
IITA-TMS-BAD9100462,0,0,1,0,0
NR89123,0,0,1,0,0
IITA-TMS-ONN8800279,0,0,1,0,0
IITA-TMS-IBA8802343,0,0,1,0,0
IITA-TMS-IBA8801504,0,0,1,0,0
IITA-TMS-IBA8800695,0,0,1,0,0
IITA-TMS-ONN8700813,0,0,1,0,0
IITA-TMS-IBA8700052,0,0,1,0,0
IITA-TMS-IBA8700018-42(4X),0,1,0,0,1
IITA-TMS-IBA8400353,0,0,1,0,0
IITA-TMS-ONN850066,0,0,1,0,0
NR8421,0,0,1,0,0
IITA-TMS-IBA83672,0,0,1,0,0
IITA-TMS-IBA8200058,0,0,1,0,0
NR8212,0,0,1,0,0
IITA-TMS-WAR4080,0,0,1,0,0
IITA-TMS-WAR820249,0,0,1,0,0
IITA-TMS-IBA8100045,0,0,1,0,0
IITA-TMS-IBA8101623(4X),0,0,1,0,0
IITA-TMS-IBA8101635,0,0,1,0,0
IITA-TMS-ONN71762,0,0,1,0,0
50395,0,0,1,0,0
IITA-TMS-IBA4(2)1443,0,0,0,1,0
IITA-TMS-IBA30555-7,0,0,1,0,0
IITA-TMS-IBA60142,0,0,1,0,0
IITA-TMS-IBA30040,0,0,0,1,0
IITA-TMS-IBA30555,0,0,1,0,0
58308,0,0,0,1,0
IITA-TMS-IBA71673,0,0,0,1,0
SM1620-18,0,0,1,0,0
L930447,0,1,0,0,1
L930425,1,0,0,0,1
IITA-TMS-IBA8400316(4X),0,0,1,0,0
IITA-TMS-IBA91934(4X)(SEX),0,0,1,0,0
TMEB117(4X),0,0,1,0,0
TMEB203(4X),0,1,0,0,1
TMEB237(4X),0,1,0,0,1
IITA-TMS-IBA91934(4X),0,0,1,0,0
IITA-TMS-IBA88112-7(3X),0,0,1,0,0
IITA-TMS-IBA970211,0,0,1,0,0
IITA-TMS-IBA090523,0,0,1,0,0
IITA-TMS-IBA090482,0,0,1,0,0
IITA-TMS-IBA090581,0,0,1,0,0
IITA-TMS-IBA090521,0,0,1,0,0
IITA-TMS-IBA090576,0,0,1,0,0
IITA-TMS-IBA090574,0,1,0,0,1
IITA-TMS-IBA090506,0,0,0,1,0
IITA-TMS-IBA090516,0,0,0,1,0
IITA-TMS-IBA090522,0,0,1,0,0
IITA-TMS-IBA090498,0,0,1,0,0
IITA-TMS-IBA090590,0,0,1,0,0
IITA-TMS-IBA090504,0,0,0,1,0
IITA-TMS-IBA090546,0,0,1,0,0
IITA-TMS-IBA090510,0,0,1,0,0
IITA-TMS-IBA090616,0,0,1,0,0
IITA-TMS-IBA090483,0,0,1,0,0
IITA-TMS-IBA090537,0,0,1,0,0
IITA-TMS-IBA090454,0,0,1,0,0
IITA-TMS-IBA090485,0,0,1,0,0
IITA-TMS-IBA090597,0,0,1,0,0
IITA-TMS-IBA090508,0,1,0,0,1
IITA-TMS-IBA090564,0,1,0,0,1
IITA-TMS-IBA090520,0,1,0,0,1
IITA-TMS-IBA090486,0,0,1,0,0
IITA-TMS-IBA070609,0,0,1,0,0
IITA-TMS-IBA090509,0,0,1,0,0
DOKUNBAHKYE,0,0,1,0,0
TMEB2139,0,0,1,0,0
TMEB1336,0,0,1,0,0
ESAMBAHKYE,0,0,1,0,0
TMEB1788,0,0,1,0,0
MANIHOT ROUGE,0,0,1,0,0
NANKHINYAYA 2,0,0,1,0,0
TMEB1347,0,1,0,0,1
TMEB2141,0,1,0,0,1
KIGOMA RED,0,1,0,0,1
TMEB693,0,1,0,0,1
KIBAHA,0,1,0,0,1
SM1799-21,0,0,1,0,0
TMEB789,0,0,1,0,0
TMEB1341,0,0,1,0,0
TMEB14,0,0,1,0,0
TMEB1310,0,0,1,0,0
BAHKYEHEMAA,0,0,1,0,0
TMEB1346,0,0,1,0,0
KIZIMBANI,0,0,1,0,0
TMEB2,0,0,0,1,0
CARICASS 1,0,1,0,0,1
NASE12,0,0,1,0,0
SL861(4X),0,1,0,0,1
TMEB1738,0,0,1,0,0
TMEB388,0,0,1,0,0
TMEB1776,0,1,0,0,1
TMEB2135,0,0,0,1,0
TMEB4,0,0,1,0,0
KIBANDAMENO WHITE,0,0,1,0,0
TMEB590,0,1,0,0,1
NR8949,0,1,0,0,1
MN2-13,0,0,1,0,0
IITA-TMS-IBA083774,0,1,0,0,1
IITA-TMS-IBA083739,0,1,0,0,1
IITA-TMS-IBA070835,0,0,1,0,0
IITA-TMS-IBA070749,0,0,1,0,0
IITA-TMS-IBA070620,0,1,0,0,1
IITA-TMS-IBA070337,0,0,1,0,0
IITA-TMS-IBA070756,0,0,1,0,0
IITA-TMS-IBA070751,0,0,1,0,0
IITA-TMS-IBA071295,0,1,0,0,1
IITA-TMS-IBA070593,0,0,1,0,0
IITA-TMS-IBA070498,0,1,0,0,1
IITA-TMS-IBA070649,1,0,0,0,1
IITA-TMS-IBA070974,0,1,0,0,1
IITA-TMS-IBA070910,0,0,1,0,0
IITA-TMS-IBA070258,0,0,1,0,0
IITA-TMS-IBA070962,0,0,1,0,0
IITA-TMS-IBA070824,0,1,0,0,1
IITA-TMS-IBA071393,0,1,0,0,1
IITA-TMS-IBA070525,0,0,1,0,0
IITA-TMS-IBA070808,0,0,1,0,0
IITA-TMS-IBA070553,0,1,0,0,1
IITA-TMS-IBA070614,0,0,1,0,0
IITA-TMS-IBA070520,0,1,0,0,1
IITA-TMS-IBA070675,1,0,0,0,1
IITA-TMS-IBA071313,0,1,0,0,1
IITA-TMS-IBA070045,0,1,0,0,1
IITA-TMS-IBA070752,0,1,0,0,1
IITA-TMS-IBA070576,0,1,0,0,1
IITA-TMS-IBA071378,0,0,1,0,0
IITA-TMS-IBA070067,0,1,0,0,1
IITA-TMS-IBA070134,0,1,0,0,1
IITA-TMS-IBA070048,0,0,1,0,0
IITA-TMS-IBA070632,0,0,1,0,0
IITA-TMS-IBA070374,1,0,0,0,1
IITA-TMS-IBA070952,0,0,1,0,0
IITA-TMS-IBA070094,1,0,0,0,1
IITA-TMS-IBA070126,0,1,0,0,1
IITA-TMS-IBA070004,0,0,1,0,0
IITA-TMS-IBA070299,1,0,0,0,1
IITA-TMS-IBA070703,0,0,1,0,0
IITA-TMS-IBA070670,0,1,0,0,1
IITA-TMS-IBA070736,0,1,0,0,1
IITA-TMS-IBA070683,0,1,0,0,1
IITA-TMS-IBA070557,0,1,0,0,1
IITA-TMS-IBA061365,0,0,1,0,0
IITA-TMS-IBA062052,0,0,1,0,0
IITA-TMS-IBA061856,0,1,0,0,1
IITA-TMS-IBA061404,0,1,0,0,1
IITA-TMS-IBA050099,0,1,0,0,1
IITA-TMS-IBA061766,0,0,1,0,0
IITA-TMS-IBA062630,0,1,0,0,1
IITA-TMS-IBA061155,0,1,0,0,1
IITA-TMS-IBA061577,0,0,1,0,0
IITA-TMS-IBA061640,0,0,1,0,0
IITA-TMS-IBA061673,0,0,1,0,0
IITA-TMS-IBA062116,0,1,0,0,1
IITA-TMS-IBA062021,0,0,1,0,0
IITA-TMS-IBA062231,0,1,0,0,1
IITA-TMS-IBA063046,0,0,1,0,0
IITA-TMS-IBA061744,0,1,0,0,1
IITA-TMS-IBA060889,0,1,0,0,1
IITA-TMS-IBA061635,0,0,1,0,0
IITA-TMS-IBA050231,0,1,0,0,1
IITA-TMS-IBA030015,0,1,0,0,1
IITA-TMS-IBA030042,0,1,0,0,1
IITA-TMS-IBA030279,0,1,0,0,1
IITA-TMS-IBA030006B,0,0,1,0,0
IITA-TMS-IBA030061,1,0,0,0,1
IITA-TMS-IBA030007,0,1,0,0,1
IITA-TMS-IBA030030,1,0,0,0,1
IITA-TMS-IBA030213,0,0,1,0,0
IITA-TMS-IBA020444,0,1,0,0,1
IITA-TMS-IBA020514,0,1,0,0,1
IITA-TMS-IBA020133,0,1,0,0,1
IITA-TMS-IBA020509,0,0,1,0,0
IITA-TMS-IBA020409,0,1,0,0,1
IITA-TMS-IBA020285,0,1,0,0,1
IITA-TMS-IBA020105,0,1,0,0,1
IITA-TMS-IBA020103,0,0,1,0,0
IITA-TMS-IBA020100,0,0,1,0,0
IITA-TMS-IBA020388,0,1,0,0,1
IITA-TMS-IBA020432,0,1,0,0,1
IITA-TMS-IBA011732,0,1,0,0,1
IITA-TMS-IBA011811,0,0,1,0,0
IITA-TMS-IBA010819,0,1,0,0,1
IITA-TMS-IBA010169,0,0,1,0,0
IITA-TMS-IBA011371,0,0,1,0,0
IITA-TMS-IBA010046,0,0,1,0,0
IITA-TMS-IBA011663,0,1,0,0,1
IITA-TMS-IBA011752,0,1,0,0,1
IITA-TMS-IBA011097,0,0,1,0,0
IITA-TMS-IBA010753,0,0,1,0,0
IITA-TMS-IBA011368,0,0,1,0,0
IITA-TMS-IBA011735,0,0,1,0,0
IITA-TMS-IBA010103,0,1,0,0,1
IITA-TMS-IBA011797,0,1,0,0,1
IITA-TMS-IBA010536,0,1,0,0,1
IITA-TMS-IBA011560,0,1,0,0,1
IITA-TMS-IBA010131,0,0,1,0,0
IITA-TMS-IBA010171,0,0,1,0,0
IITA-TMS-IBA010728,0,0,1,0,0
IITA-TMS-IBA011231,0,0,1,0,0
IITA-TMS-IBA010606,0,0,1,0,0
IITA-TMS-IBA010903,0,0,1,0,0
IITA-TMS-IBA010034,0,1,0,0,1
IITA-TMS-IBA010265,0,1,0,0,1
IITA-TMS-IBA011412,0,0,1,0,0
IITA-TMS-IBA011813,0,0,1,0,0
IITA-TMS-IBA010615,0,0,1,0,0
IITA-TMS-IBA011659,0,0,1,0,0
IITA-TMS-IBA011760,0,1,0,0,1
IITA-TMS-IBA011206,0,1,0,0,1
IITA-TMS-IBA011224,0,0,1,0,0
IITA-TMS-IBA010085,0,0,1,0,0
IITA-TMS-IBA011417,0,0,1,0,0
IITA-TMS-IBA010098,0,1,0,0,1
IITA-TMS-IBA011273,0,0,1,0,0
IITA-TMS-IBA010622,0,1,0,0,1
IITA-TMS-IBA011807,0,1,0,0,1
IITA-TMS-IBA011423,0,1,0,0,1
IITA-TMS-IBA010040,0,1,0,0,1
IITA-TMS-IBA011646,1,0,0,0,1
IITA-TMS-IBA011442,0,0,1,0,0
IITA-TMS-ZAR010153,0,1,0,0,1
IITA-TMS-ZAR010125,0,1,0,0,1
IITA-TMS-ZAR010116,0,1,0,0,1
IITA-TMS-ZAR010130,1,0,0,0,1
IITA-TMS-ZAR010053,0,1,0,0,1
IITA-TMS-IBA000061,1,0,0,0,1
IITA-TMS-IBA000107,0,0,1,0,0
IITA-TMS-IBA000203,0,0,1,0,0
IITA-TMS-IBA000351,0,1,0,0,1
IITA-TMS-MOK000015,0,0,1,0,0
IITA-TMS-MOK000141,0,1,0,0,1
IITA-TMS-MOK000115C,0,0,1,0,0
IITA-TMS-MOK000004,0,1,0,0,1
IITA-TMS-ZAR000200,0,0,1,0,0
IITA-TMS-ZAR000156,0,0,1,0,0
IITA-TMS-ZAR000104,1,0,0,0,1
IITA-TMS-IBA990411,0,1,0,0,1
IITA-TMS-IBA990240,0,1,0,0,1
IITA-TMS-IBA990114,0,1,0,0,1
IITA-TMS-IBA990503,0,1,0,0,1
IITA-TMS-IBA996017,0,1,0,0,1
IITA-TMS-IBA990304,0,1,0,0,1
IITA-TMS-IBA996012,1,0,0,0,1
IITA-TMS-IBA990222,0,1,0,0,1
IITA-TMS-IBA990564,0,1,0,0,1
IITA-TMS-IBA996069,0,1,0,0,1
IITA-TMS-IBA990621,0,1,0,0,1
IITA-TMS-MM990302,0,1,0,0,1
IITA-TMS-MV990395,0,0,1,0,0
IITA-TMS-MV990395(DRC),0,1,0,0,1
IITA-TMS-IBA980002,0,0,1,0,0
IITA-TMS-IBA980406,0,1,0,0,1
IITA-TMS-IBA980378,0,1,0,0,1
IITA-TMS-IBA982132,0,0,1,0,0
IITA-TMS-IBA982226,1,0,0,0,1
IITA-TMS-IBA980196,0,0,1,0,0
IITA-TMS-IBA980505,0,0,1,0,0
IITA-TMS-MOK980115,0,1,0,0,1
IITA-TMS-MOK980028,0,1,0,0,1
IITA-TMS-MOK980040,0,1,0,0,1
IITA-TMS-MM980163,0,1,0,0,1
IITA-TMS-MM981020,0,0,1,0,0
IITA-TMS-MM980931,0,1,0,0,1
IITA-TMS-MM980471,0,1,0,0,1
IITA-TMS-MM980747,0,0,1,0,0
IITA-TMS-MM980604,0,0,1,0,0
IITA-TMS-MM980034,0,1,0,0,1
IITA-TMS-MM980057,0,1,0,0,1
IITA-TMS-MM983437,0,1,0,0,1
IITA-TMS-IBA971149,0,1,0,0,1
IITA-TMS-IBA972205,0,0,1,0,0
IITA-TMS-IBA970219,0,1,0,0,1
IITA-TMS-IBA970162,0,1,0,0,1
IITA-TMS-MM972346,0,1,0,0,1
IITA-TMS-MM970043,1,0,0,0,1
IITA-TMS-MM971909,0,0,1,0,0
IITA-TMS-MM970016,0,1,0,0,1
IITA-TMS-MM970134,0,0,1,0,0
IITA-TMS-MM972320,0,0,1,0,0
IITA-TMS-ZAR970474,0,0,1,0,0
IITA-TMS-IBA960804,1,0,0,0,1
IITA-TMS-IBA960102,0,0,1,0,0
IITA-TMS-IBA960023,0,1,0,0,1
IITA-TMS-IBA960016,0,0,1,0,0
IITA-TMS-IBA960603,0,1,0,0,1
IITA-TMS-IBA961630,1,0,0,0,1
IITA-TMS-IBA960595,0,1,0,0,1
IITA-TMS-MM961871,0,0,1,0,0
IITA-TMS-MM967204(DRC),0,1,0,0,1
IITA-TMS-MM96JW1,0,1,0,0,1
IITA-TMS-MM964500,0,0,1,0,0
IITA-TMS-MM961751,0,1,0,0,1
IITA-TMS-MM965055,0,0,1,0,0
IITA-TMS-MM963635,0,0,1,0,0
IITA-TMS-MM968676,1,0,0,0,1
IITA-TMS-MM960093,0,1,0,0,1
IITA-TMS-IBA950645,0,0,1,0,0
I95D069,0,0,1,0,0
IITA-TMS-IBA950925,0,1,0,0,1
IITA-TMS-IBA950971,0,1,0,0,1
IITA-TMS-IBA950306,0,1,0,0,1
IITA-TMS-IBA950211,0,1,0,0,1
IITA-TMS-IBA950594,0,0,1,0,0
IITA-TMS-IBA950442,0,1,0,0,1
IITA-TMS-IBA951038,0,0,1,0,0
IITA-TMS-IBA950063,0,0,1,0,0
IITA-TMS-IBA950248,0,1,0,0,1
IITA-TMS-IBA950058,0,0,1,0,0
IITA-TMS-IBA950269,0,1,0,0,1
IITA-TMS-IBA950528,0,0,1,0,0
95NA-00063,0,1,0,0,1
IITA-TMS-IBA950902,0,0,1,0,0
IITA-TMS-BAD95070,0,1,0,0,1
IITA-TMS-IKN950671,0,1,0,0,1
IITA-TMS-IKN950286,0,1,0,0,1
IITA-TMS-ZAR950680,0,1,0,0,1
IITA-TMS-ZAR950154,0,1,0,0,1
IITA-TMS-IBA940561,0,0,1,0,0
IITA-TMS-WAR940038,0,0,1,0,0
IITA-TMS-WAR940102,1,0,0,0,1
IITA-TMS-IBA930248,0,0,1,0,0
IITA-TMS-IBA930184,0,0,1,0,0
IITA-TMS-IBA920326,0,1,0,0,1
IITA-TMS-IBA920342,1,0,0,0,1
IITA-TMS-IBA920057,0,0,1,0,0
IITA-TMS-IBA920067,0,0,1,0,0
CH92108,0,1,0,0,1
IITA-TMS-ONN920168,0,0,1,0,0
TMEB225,0,1,0,0,1
IITA-TMS-ZAR920250,0,0,1,0,0
IITA-TMS-IBA9102322,0,0,1,0,0
IITA-TMS-IBA9100459,0,1,0,0,1
IITA-TMS-IBA9100420,0,0,1,0,0
IITA-TMS-IBA9100455,0,0,1,0,0
IITA-TMS-IBA9101730,0,1,0,0,1
IITA-TMS-IBA91934,0,0,1,0,0
IITA-TMS-IBA900099,0,1,0,0,1
IITA-TMS-IBA9001554,0,1,0,0,1
IITA-TMS-IBA90853,0,1,0,0,1
IITA-TMS-IBA8902195,0,0,1,0,0
IITA-TMS-IBA8900003,0,0,1,0,0
IITA-TMS-IBA8900963,0,1,0,0,1
IITA-TMS-IBA8900250,0,1,0,0,1
IITA-TMS-ONN8800119,0,1,0,0,1
IITA-TMS-IBA8500680,1,0,0,0,1
IITA-TMS-IBA84537,0,0,1,0,0
IITA-TMS-ONN8400401,0,1,0,0,1
IITA-TMS-WAR820447,0,1,0,0,1
IITA-TMS-WAR820422,0,1,0,0,1
IITA-TMS-IBA40764,0,0,1,0,0
IITA-TMS-IBA63397,0,0,1,0,0
IITA-TMS-IBA4(2)1425,0,0,1,0,0
IITA-TMS-IBA60506,1,0,0,0,1
IITA-TMS-IBA30211,0,1,0,0,1
IITA-TMS-IBA083565,0,0,1,0,0
IITA-TMS-IBA083426,0,1,0,0,1
IITA-TMS-IBA083535,0,1,0,0,1
IITA-TMS-IBA082432,0,1,0,0,1
IITA-TMS-IBA082393,0,0,1,0,0
IITA-TMS-IBA083568,0,0,1,0,0
IITA-TMS-IBA082425,0,1,0,0,1
IITA-TMS-IBA083718,0,0,1,0,0
IITA-TMS-IBA083579,0,0,1,0,0
IITA-TMS-IBA082418,0,0,1,0,0
IITA-TMS-IBA083043,0,0,1,0,0
IITA-TMS-IBA082636,0,0,1,0,0
IITA-TMS-IBA083196,0,1,0,0,1
IITA-TMS-IBA082159,0,1,0,0,1
IITA-TMS-IBA083389,0,0,1,0,0
IITA-TMS-IBA083580,0,1,0,0,1
IITA-TMS-IBA082993,0,1,0,0,1
IITA-TMS-IBA082189,0,0,1,0,0
IITA-TMS-WAR4092,0,0,1,0,0
NR87184,0,0,1,0,0
NR7734,0,1,0,0,1
TMEB239,1,0,0,0,1
TMEB778,1,0,0,0,1
CE85,0,0,1,0,0
KALESO,0,1,0,0,1
TMEB1937,0,0,1,0,0
NASE8,0,1,0,0,1
TMEB1331,1,0,0,0,1
TMEB1349,0,0,1,0,0
TMEB2146,1,0,0,0,1
TMEB1332,0,1,0,0,1
SS5(NASE5),0,0,1,0,0
BONOUA BLANC,1,0,0,0,1
TMEB6,0,1,0,0,1
TMEB203,0,1,0,0,1
SIMONYE,0,0,1,0,0
TMEB12,0,1,0,0,1
UKG41-9,1,0,0,0,1
TMEB1981,1,0,0,0,1
TMEB204,1,0,0,0,1
RB98509,1,0,0,0,1
IITA-TMS-ZAR010071,0,1,0,0,1
IITA-TMS-ZAR010055,0,1,0,0,1
IITA-TMS-IBA070481,0,0,1,0,0
IITA-TMS-IBA070874,0,0,1,0,0
IITA-TMS-IBA011551,0,0,1,0,0
IITA-TMS-IBA961089A,0,0,1,0,0
IITA-TMS-IBA102708,0,0,1,0,0
IITA-TMS-IBA102446,0,0,1,0,0
IITA-TMS-IBA102831,0,0,1,0,0
IITA-TMS-IBA102721,0,0,1,0,0
IITA-TMS-IBA102480,0,1,0,0,1
IITA-TMS-IBA102731,0,1,0,0,1
IITA-TMS-IBA102432,0,0,1,0,0
IITA-TMS-BAD1090592-20,0,0,1,0,0
IITA-TMS-IBA102429,0,0,1,0,0
IITA-TMS-IBA101993,0,0,1,0,0
IITA-TMS-IBA102096,0,1,0,0,1
IITA-TMS-IBA102612,0,0,1,0,0
IITA-TMS-IBA102641,0,0,1,0,0
IITA-TMS-IBA102427,0,0,1,0,0
IITA-TMS-IBA102103,0,0,1,0,0
IITA-TMS-IBA102289,0,1,0,0,1
IITA-TMS-IBA102455,1,0,0,0,1
IITA-TMS-IBA102910,0,1,0,0,1
IITA-TMS-IBA102510,0,0,1,0,0
IITA-TMS-IBA102521,0,1,0,0,1
IITA-TMS-IBA102535,0,0,1,0,0
IITA-TMS-IBA102405,0,0,1,0,0
IITA-TMS-IBA096051,0,0,1,0,0
IITA-TMS-IBA083724,0,0,1,0,0
IITA-TMS-IBA082161,0,1,0,0,1
IITA-TMS-IBA090090,0,1,0,0,1
IITA-TMS-IBA085613,0,0,1,0,0
IITA-TMS-IBA090081,0,0,1,0,0
IITA-TMS-IBA082264,0,0,1,0,0
IITA-TMS-IBA090107,0,1,0,0,1
IITA-TMS-IBA090059,0,0,1,0,0
IITA-TMS-IBA090073,0,0,1,0,0
IITA-TMS-IBA090170,0,0,1,0,0
IITA-TMS-IBA090006,0,1,0,0,1
IITA-TMS-IBA085056,0,0,1,0,0
IITA-TMS-IBA090144,0,0,1,0,0
IITA-TMS-IBA090076,0,0,1,0,0
IITA-TMS-IBA083703,0,0,1,0,0
IITA-TMS-IBA084563,0,0,1,0,0
IITA-TMS-IBA085392,0,1,0,0,1
IITA-TMS-IBA090067,0,0,1,0,0
IITA-TMS-IBA084955,0,0,1,0,0
IITA-TMS-IBA090091,0,0,1,0,0
IITA-TMS-IBA079593,0,0,1,0,0
IITA-TMS-IBA090151,0,0,1,0,0
IITA-TMS-IBA085894,0,0,1,0,0
IITA-TMS-IBA086001,0,0,1,0,0
IITA-TMS-IBA081904,0,0,1,0,0
IITA-TMS-IBA085006,0,0,1,0,0
TMEB164,0,0,1,0,0
TMEB165,0,0,1,0,0
TMEB167,0,0,1,0,0
TMEB168,0,0,1,0,0
TMEB169,0,0,1,0,0
TMEB170,0,0,1,0,0
TMEB171,0,0,1,0,0
TMEB172,0,0,1,0,0
TMEB173,0,0,1,0,0
TMEB174,0,0,1,0,0
TMEB10,0,0,1,0,0
TMEB175,0,0,1,0,0
TMEB176,0,0,1,0,0
TMEB179,0,0,1,0,0
TMEB182,0,0,1,0,0
TMEB183,0,0,1,0,0
TMEB185,0,0,1,0,0
TMEB186,0,0,1,0,0
TMEB187,0,0,0,0,0
TMEB188,0,0,1,0,0
TMEB189,0,0,1,0,0
TMEB11,0,0,0,0,0
TMEB191,0,0,1,0,0
TMEB192,0,0,1,0,0
TMEB193,0,0,1,0,0
TMEB197,0,0,0,0,0
TMEB198,0,0,0,0,0
TMEB199,0,0,1,0,0
TMEB202,0,0,1,0,0
TMEB205,0,0,1,0,0
TMEB206,0,0,1,0,0
TMEB207,0,0,1,0,0
TMEB208,0,0,1,0,0
TMEB209,0,0,1,0,0
TMEB210,0,0,1,0,0
TMEB211,0,0,1,0,0
TMEB212,0,0,1,0,0
TMEB213,0,0,1,0,0
TMEB215,0,0,1,0,0
TMEB216,0,0,0,0,0
TMEB13,0,0,1,0,0
TMEB219,0,0,0,0,0
TMEB220,0,0,1,0,0
TMEB221,0,0,1,0,0
TMEB222,0,0,1,0,0
TMEB223,0,0,1,0,0
TMEB224,0,0,1,0,0
TMEB232,0,0,1,0,0
TMEB235,0,0,0,0,0
TMEB234,0,0,1,0,0
TMEB237,0,0,0,0,0
TMEB243,0,0,1,0,0
TMEB247,0,0,0,0,0
TMEB251,0,0,0,0,0
TMEB252,0,0,1,0,0
TMEB255,0,0,0,0,0
TMEB256,0,0,1,0,0
TMEB258,0,0,0,1,0
TMEB15,0,0,0,0,0
TMEB262,0,0,1,0,0
TMEB265,0,0,1,0,0
TMEB270,0,0,1,0,0
TMEB274,0,0,1,0,0
TMEB279,0,0,0,0,0
TMEB282,0,0,1,0,0
TMEB286,0,0,1,0,0
TMEB287,0,0,1,0,0
TMEB288,0,0,1,0,0
TMEB291,0,0,1,0,0
TMEB17,0,0,0,0,0
TMEB296,0,0,1,0,0
TMEB299,0,0,1,0,0
TMEB329,0,0,1,0,0
TMEB339,0,0,1,0,0
TMEB340,0,0,1,0,0
TMEB379,0,0,1,0,0
TMEB380,0,0,0,0,0
TMEB381,0,0,1,0,0
TMEB391,0,0,1,0,0
TMEB394,0,0,1,0,0
TMEB396,1,0,0,0,0
TMEB397,0,0,0,0,0
TMEB398,0,0,0,0,0
TMEB401,0,0,1,0,0
TMEB402,0,0,1,0,0
TMEB403,0,0,0,0,0
TMEB408,0,0,0,0,0
TMEB410,0,0,0,1,0
TMEB19,0,0,1,0,0
TMEB412,0,0,1,0,0
TMEB416,0,0,1,0,0
TMEB418,0,0,0,1,0
TMEB421,0,0,1,0,0
TMEB422,0,0,1,0,0
TMEB423,0,0,1,0,0
TMEB424,0,0,1,0,0
TMEB427,0,0,1,0,0
TMEB20,0,0,1,0,0
TMEB428,0,0,1,0,0
TMEB430,0,0,1,0,0
TMEB431,0,0,0,0,0
TMEB433,0,0,1,0,0
TMEB435,0,0,0,0,0
TMEB437,0,0,1,0,0
TMEB439,0,0,1,0,0
TMEB440,0,0,1,0,0
TMEB443,0,0,1,0,0
TMEB449,0,0,0,0,0
TMEB21,0,0,0,0,0
TMEB454,0,0,0,0,0
TMEB455,0,0,1,0,0
TMEB459,0,0,0,0,0
TMEB463,0,0,0,0,0
TMEB468,0,0,0,0,0
TMEB469,0,0,1,0,0
TMEB474,0,0,1,0,0
TMEB477,0,0,1,0,0
TMEB478,0,0,1,0,0
TMEB480,0,0,0,0,0
TMEB23,0,0,1,0,0
TMEB481,0,0,1,0,0
TMEB482,0,0,0,0,0
TMEB486,0,0,0,0,0
TMEB491,0,0,1,0,0
TMEB494,0,0,1,0,0
TMEB496,0,0,0,0,0
TMEB497,0,0,1,0,0
TMEB499,0,0,1,0,0
TMEB525,0,0,1,0,0
TMEB24,0,0,1,0,0
TMEB503,0,0,1,0,0
TMEB506,0,0,1,0,0
TMEB507,0,0,0,0,0
TMEB508,0,0,0,0,0
TMEB514,0,0,1,0,0
TMEB515,0,0,0,1,0
TMEB516,0,0,0,0,0
TMEB527,0,0,0,0,0
TMEB533,0,0,0,0,0
TMEB534,0,0,0,0,0
TMEB25,0,0,1,0,0
TMEB537,0,0,0,0,0
TMEB538,0,0,0,0,0
TMEB539,1,0,0,0,0
TMEB540,0,0,0,0,0
TMEB542,0,0,1,0,0
TMEB546,0,0,0,0,0
TMEB557,0,0,1,0,0
TMEB568,0,0,0,0,0
TMEB577,0,0,1,0,0
TMEB26,0,0,1,0,0
TMEB583,0,0,0,1,0
TMEB585,0,0,1,0,0
TMEB586,0,0,0,0,0
TMEB591,0,0,1,0,0
TMEB592,0,0,0,0,0
TMEB594,0,0,1,0,0
TMEB597,0,0,0,0,0
TMEB599,0,0,0,0,0
TMEB28,0,0,1,0,0
