germplasmName,Dim.1,Dim.2
IITA-TMS-IBA070258,0.00681567794881164,0.025078963283739736
IITA-TMS-IBA070048,0.013626457883738551,0.015297072700938216
IITA-TMS-IBA070094,0.009244740282331274,8.354181269017745e-4
IITA-TMS-IBA071313,0.013614414900077575,0.025241839529527813
IITA-TMS-IBA070045,0.009131594563254216,0.022403441295974314
IITA-TMS-IBA062630,0.010359032399948053,0.03254847324227973
IITA-TMS-IBA063046,0.012361374906243342,0.02006891513412017
58308,0.008410958664798693,1.8169318095717716e-4
IITA-TMS-IBA060889,0.014792369517958884,0.023545005811243098
IITA-TMS-IBA061101,0.01788345459857524,0.0050800473189126895
IITA-TMS-IBA061155,7.117360841498924e-5,0.012916785873288086
IITA-TMS-IBA061348,0.010816938218059981,0.011862202354492844
IITA-TMS-IBA061404,3.084444053923469e-4,0.019784297171499828
IITA-TMS-IBA061577,0.009497518260764016,5.930645207076989e-4
IITA-TMS-IBA061635,0.012261538640773,0.06514347235020401
IITA-TMS-IBA061640,0.001024821034577306,0.04424864983345277
IITA-TMS-IBA061673,0.013971196789173286,0.00923300978365581
IITA-TMS-IBA061679,0.0013149623613634268,0.0712384854651634
IITA-TMS-IBA061744,0.009273853919618517,0.021538565048559263
IITA-TMS-IBA061766,0.01637184489218627,0.0014114035215500433
IITA-TMS-IBA061856,0.009559822339649247,8.211896749277573e-4
IITA-TMS-IBA061911,0.0032284428808063465,0.03752588924186548
IITA-TMS-IBA062021,4.92182749163395e-5,0.031061324954835667
IITA-TMS-IBA062052,0.012449542699826342,0.012926538554591027
IITA-TMS-IBA062116,2.901620443462593e-4,0.018803370740409133
IITA-TMS-IBA062231,0.015472850076609488,3.777728128398763e-4
IITA-TMS-IBA070628,0.013126803697544943,0.028136275314240775
IITA-TMS-IBA070824,0.013535595616154257,0.02955377659065621
IITA-TMS-IBA070962,0.0038076684452315484,0.01887253876041972
IITA-TMS-IBA070982,0.009704450359627578,0.004243659343868654
ICB5-10(80411),0.003419233599955887,0.03495107241485899
IITA-TMS-IBA100198,0.018020852280718546,5.38097420849546e-4
IITA-TMS-IBA100224,0.00732754823479391,6.731343250795339e-4
IITA-TMS-IBA100330,0.015883674483526837,3.9036058029146307e-4
IITA-TMS-IBA100449,0.0074922915155198515,0.007239519013153607
IITA-TMS-IBA100634,0.0030989039420507023,2.186394860504765e-4
IITA-TMS-IBA100649,0.002836666687167981,0.0011149791841968454
IITA-TMS-IBA100791,8.34344360364604e-5,0.008142354739577019
IITA-TMS-IBA101014,0.001850452308284356,7.301331095952766e-4
IITA-TMS-IBA101040,0.009040944864169719,5.535693799607248e-4
IITA-TMS-IBA101075,0.007633203147737011,0.003962302628880505
IITA-TMS-IBA101094,0.00852839069298337,0.016304503356174272
IITA-TMS-IBA101129,0.013661527922510052,7.66115320029299e-5
IITA-TMS-IBA101251,0.007203370497176692,7.555080262797794e-4
IITA-TMS-IBA010728,0.013212030131541007,0.0013043178391912156
IITA-TMS-IBA101438,0.0077752626487855156,0.0024146776783990917
IITA-TMS-IBA101457,0.006085668016056074,2.8421806149774145e-6
IITA-TMS-IBA101573,0.010806291567172213,0.006622683268396707
IITA-TMS-IBA010753,0.008624582239793099,0.012081390009750989
IITA-TMS-IBA101618,0.001015172695227334,1.5632261440288217e-4
IITA-TMS-IBA101645,0.009977446560151863,0.0051320320818746025
IITA-TMS-IBA101765,0.011471890968727756,0.017532252345530214
IITA-TMS-IBA101782,6.785667025226282e-7,0.005050909458217328
IITA-TMS-IBA101803,0.01241369264153264,0.005677131004335961
IITA-TMS-IBA101819,0.00447524482340327,2.0061382149442987e-5
IITA-TMS-IBA101841,0.004555182427597729,0.019162860609875803
IITA-TMS-IBA101857,0.006460966048115829,3.61263995141973e-4
IITA-TMS-IBA101878,0.0032036246356094995,7.298926971695664e-4
IITA-TMS-IBA101893,0.0011148089350537986,0.07966081355934083
IITA-TMS-IBA101898,1.4721529817810563e-4,0.014239593437400267
IITA-TMS-IBA101917,7.302385879801564e-4,0.042450651946366824
IITA-TMS-IBA101921,6.171363953469222e-4,0.055782547883378886
IITA-TMS-IBA101927,8.093982392482372e-4,0.06730259071633794
IITA-TMS-IBA101976,0.015478949915493189,0.005054495269466385
IITA-TMS-IBA102091,6.64415380258794e-5,0.02885059440082554
IITA-TMS-IBA102094,2.3114886322221016e-5,0.0113058161493474
IITA-TMS-IBA102097,0.014393698322214094,0.04151939720615466
IITA-TMS-IBA102122,0.015322486621821922,0.01581978413556322
IITA-TMS-IBA102123,0.01387506327115216,0.0269574816252592
IITA-TMS-IBA102125,0.01411624923206305,0.03548305150389217
IITA-TMS-IBA102133,0.015023193659609467,0.03528742980356161
IITA-TMS-IBA102178,0.016603470492086055,0.004627004896134685
IITA-TMS-IBA102199,0.015437875536136214,0.0016261859542577974
IITA-TMS-IBA102202,0.016054258906426727,8.970692628278552e-4
IITA-TMS-IBA102210,0.015205434475152834,0.0019475102618943477
IITA-TMS-IBA102217,0.01036322179994743,0.07436235954597263
IITA-TMS-IBA102219,0.00890135043361213,0.08253715189406595
IITA-TMS-IBA102222,2.9987766111674104e-4,0.03903249383322614
IITA-TMS-IBA102224,2.3127085158375262e-4,0.02995128856925704
IITA-TMS-IBA102227,0.011791025377635505,0.03858189977959755
IITA-TMS-IBA102233,0.012376212402917381,0.00891220643777345
IITA-TMS-IBA102250,0.012362930712001773,0.06075126911264885
IITA-TMS-IBA102273,0.014390634708046518,0.0033193489151544736
IITA-TMS-IBA102277,0.014385458389551605,0.019557862795867673
IITA-TMS-IBA102278,0.015312454467557532,0.007290980540923633
IITA-TMS-IBA102289,0.015531420916299237,0.008950005768548612
IITA-TMS-IBA102294,0.016340979544096697,0.01299530831646933
IITA-TMS-IBA102353,0.007902608568354702,0.07442335248268421
IITA-TMS-IBA102357,0.015160048987106923,0.049322010547106665
IITA-TMS-IBA102364,0.013166278281083752,0.050569768153593084
IITA-TMS-IBA102390,0.017271084419932293,0.0016198290978578639
IITA-TMS-IBA102397,0.012822475445321372,0.016915904283413854
IITA-TMS-IBA102399,0.001764996152142442,2.68460924875086e-4
IITA-TMS-IBA102400,0.01271169216407623,0.004148842752016912
IITA-TMS-IBA102404,0.008981074028248711,0.06548519711370392
IITA-TMS-IBA102410,0.013708789186717916,0.026867361283780544
IITA-TMS-IBA102427,0.003209366642115279,0.02060840660237832
IITA-TMS-IBA102428,4.247224702653391e-5,0.006280187111503858
IITA-TMS-IBA102431,0.016471108528684865,0.012388044308757952
IITA-TMS-IBA102448,0.014055323996841491,0.009865217861884613
IITA-TMS-IBA102480,0.0027787432212326053,5.231263445899807e-4
IITA-TMS-IBA102489,0.00821445765321168,0.02059207063903985
IITA-TMS-IBA102535,0.012172074821167908,0.00487497129985789
IITA-TMS-IBA102545,0.005083625618255266,0.035433735610478974
IITA-TMS-IBA102546,8.368089186093033e-4,0.038189327159540695
IITA-TMS-IBA102554,0.005834336036438735,0.07575842083621581
IITA-TMS-IBA102574,0.002458568723696851,0.008101526472454417
IITA-TMS-IBA102600,7.598368512739942e-4,0.03854487374907632
IITA-TMS-IBA102608,7.507429047265181e-4,0.06425173233148583
IITA-TMS-IBA102612,0.0042631675794744224,0.010202538731271193
IITA-TMS-IBA102616,9.995913627905179e-4,0.08963217416560501
IITA-TMS-IBA102618,0.009572039546715283,0.0662194928776239
IITA-TMS-IBA102638,4.2919751814936573e-4,0.05106556887205273
IITA-TMS-IBA102640,0.010733479204062164,0.04508202513575308
IITA-TMS-IBA102654,0.014354781595720506,0.022736187296119727
IITA-TMS-IBA102658,7.424299600112033e-4,0.015345463695266324
IITA-TMS-IBA102659,0.013077180895500782,0.016975390796486464
IITA-TMS-IBA102666,0.0017849132846727215,0.014243785575067811
IITA-TMS-IBA102675,0.012456780721625425,0.02911618965596709
IITA-TMS-IBA102676,0.0019331689928562211,0.01627250880101296
IITA-TMS-IBA102677,0.018108251388838523,0.011377806008778203
IITA-TMS-IBA102686,0.009932024400350643,5.917430519462148e-5
IITA-TMS-IBA102691,0.012016028125447697,0.02664267075560275
IITA-TMS-IBA102708,0.014314865883635652,0.0019279633450189511
IITA-TMS-IBA102710,0.00439927090994089,0.005417902068700319
IITA-TMS-IBA102716,0.0010948013115250114,0.06947762701014562
IITA-TMS-IBA102718,0.010796801798624533,0.07528032767560226
IITA-TMS-IBA102721,3.3188253579254714e-6,0.03314457712445329
IITA-TMS-IBA102731,0.001838721865022096,0.11489876980710398
IITA-TMS-IBA102736,0.009266132232641569,0.08396539615624056
IITA-TMS-IBA102741,2.0006068745133425e-4,0.012904163886219514
IITA-TMS-IBA102767,7.071083763001073e-4,0.03183408781299546
IITA-TMS-IBA102815,0.0034530641756717897,0.006963585678227839
IITA-TMS-IBA102820,0.0117703182250805,0.03883062356656456
IITA-TMS-IBA102896,0.01126618833836253,0.01951492103670362
IITA-TMS-IBA102898,0.011100146460308132,0.009630948778731462
IITA-TMS-IBA102910,0.012924422146300492,0.01015579403060342
IITA-TMS-IBA020093,0.004523033328603307,4.557499162623417e-4
