Trials,VarG,VarE,Mean,H2,CV,PEV,Ac
kbh_2017_18_pyt_8,0,0.0750107786774629,2.5835641025641,0,0.106008965233876,0,NA
13PYT17mpopfumu,0.69736845258658,0.124999995429129,2.625,0.917748923922562,0.134687003477747,0.0573593056477041,0.957992131451278
13pyt20yrtIB,1.92368422122439,0.124999999378949,2.475,0.968532627018496,0.142849854430293,0.0605332888879019,0.98414055247129
13uyt20mixedIB,1.61184215548898,0.149999995929008,2.65000000000001,0.955538224005752,0.146150312967967,0.071665364855437,0.977516354853335
21UYT-Y-12RUFUNSA,0.0142599122280708,0.0979085686456117,1.00164488077991,0.29384970132802,0.312389605740385,0.0100837374206329,0.541166504880754
21UYT(Y)12KABANGWE,0,0.111592205128205,1.003,0,0.333055029807461,0,NA
15clonalevalUB,0.214349112426035,7.74356641978394e-16,1.15384615384615,0.999999999999998,2.41169624487136e-08,4.05615383893444e-16,0.999999999999999
IITA_2015_GXE_UKIRIGURU_FIRST_SEASON,0.201687661862451,0.38513251182657,0.864313431769986,0.505545382538628,0.718015515407355,0.104063737406004,0.695726371272711
19.East-africa.PYT.16.UB,1.46925466525425e-20,0.430313588850174,3.35714285714286,1.02431438605984e-19,0.195399167096156,1.46925466525425e-20,0
20C1bUYTGSOtobi,0.199023199718362,0.357142856834108,2.54761904761905,0.625719770694177,0.234577577431522,0.0744904488277671,0.791024507012379
21UYT(Y)12MANSA,0.0464463805031548,0.0359151423377431,1.04976190476191,0.795068391200896,0.180529420284319,0.00951833147940687,0.891666076062612
KBH_2017_18_PYT_5,0.00901365692508993,0.174019470257375,1.9226349540941,0.0882879617486094,0.216971198269255,0.0082200138938399,0.296730433845375
16ayt15Chitala,0.0293199106983717,0.0170077586544451,1.33587272079819,0.834896695407301,0.0976244186749631,0.00487342328761454,0.913118016043629
18UYT9MKONDEZI,0.10531321865153,0.137972998604515,1.42568181818182,0.753278585247885,0.260540018991965,0.0259830262978044,0.867916231699745
IITA_2015_GXE_CHATO_FIRST_SEASON,0,0.497356782241015,0.597090909090909,0,1.18111874851995,0,NA
19pyt22VForestKYK,0,0.174272727272727,2.20666666666667,0,0.189181201400651,0,NA
20AYT15RefColMLG,0.101254306164282,0.05617526013106,1.66951111111112,0.843930809602288,0.141965635977017,0.0158026775873415,0.918657068552943
IITA_2016_GXE_CHATO_SECOND_SEASON,0.28308557145766,0.0566432371462357,0.562026503423703,0.899958476363885,0.423464722590177,0.0332543809664223,0.939430079106688
14uyt21pdIB,0.196541051845069,0.120933637654985,1.1653565351715,0.903333878452855,0.298410941095023,0.0261134091968085,0.931200885865469
18ayt12highTCMK,0.00864532667790498,0.183499118648871,1.17848883838459,0.178120331442735,0.363489205098572,0.00712331264953051,0.419583714567357
18clonalevalHighDMIB,0.180500847590904,0.671242255306188,1.93098554690759,0.638610087963088,0.424287874805357,0.103149559255038,0.654627360586856
18C1aUYTnonGSset1ikenne,0,0.737496883441258,2.13882978723404,0,0.401516938121519,0,NA
IITA_2016_GXE_UKIRIGURU_SECOND_SEASON,0.276718262900221,0.576995500785615,0.98189707024109,0.47413241434876,0.773606747653267,0.15177812338527,0.671942455237613
14pyt21pdyrtIB,0.253069869506101,0.719339264812693,1.60795955726439,0.52958622679416,0.52746271029308,0.122496720869149,0.718301408166107
18C1aUYTnonGSset2onne,0,1.01964825487589,2.25785416666667,0,0.44722832587821,0,NA
18C1bAYTnonGSset3otobi,0.0171503063146686,0.101224861816756,1.49746527663481,0.245454650168634,0.21246472502704,0.0129581460096313,0.494405166087816
18UYT9NJUL,0.0811646923973897,0.0329769926571462,1.44564583333333,0.907791680423732,0.125615610954111,0.00748405989488797,0.952781024382692
20UYT8AEVTMVZ,0,0.704110460992908,1.39041666666667,0,0.603497441692136,0,NA
20UYT8BEVTMVZ,0,0.617454920212766,1.334375,0,0.588877188323994,0,NA
18UYT17YrtKabangwe,0.0158494485594429,0.0168391779337585,1.22555619234473,0.730671759967981,0.105883238101279,0.00430432159182325,0.853477896920996
18UYT17YrtKaoma,0,0.038797462585034,0.929469387755102,0,0.211917377418916,0,NA
18UYT17YrtMansa,0.00088854446313747,0.029839374320361,1.13964901768148,0.0805283632991596,0.151573659386879,0.000817026180170466,0.283706285147171
19C1aUYTGSikenne,0,0.577634695510204,2.28872,0,0.332073309819806,0,NA
18C1aUYTnonGSset1Onne,0,0.674834374901961,2.39350980392157,0,0.343212729901165,0,NA
18UYT17YrtRufunsa,0,0.0382313317647059,1.42470588235294,0,0.137241196570472,0,NA
21UYT-W-13KAOMA,0.0195727683949303,0.0167902743901406,1.41670588235294,0.777637528282748,0.0914637913178445,0.00435224915864601,0.88183758611365
IITA_2015_GXE_BUNDA_FIRST_SEASON,0.182590903131329,0.170066659441388,0.587659817931428,0.704202131794869,0.701751895402802,0.0587936648888069,0.823409569080798
kbh_2017_18_pyt_9,0.182590903131329,0.170066659441388,0.587659817931428,0.517756947559232,0.701751895402802,0.0587936648888069,0.823409569080798
20UYT30CBSDMLG,0.0702105431204481,0.0395750012122379,1.55387340964656,0.839325903523011,0.128025014426916,0.0113458036271156,0.915643563534904
21AYT16Chitala,0.0345711608743702,0.0426422531913144,1.35230488741133,0.693392363627655,0.152702256458194,0.0107284815462077,0.830463496132374
15ayt18highTCIB,0.404139436136803,0.129629629291257,3.51851851851851,0.903409091695148,0.10232748457815,0.0390361952182644,0.950478348882892
20Ayt28Chambezi,0.0387857377884497,0.161264870023133,2.05923263131994,0.316865139795301,0.195013408837177,0.0265512207006646,0.561639168090823
20UYT30CBSDBLG,0.0313016340984425,0.0645499999460268,1.83222222222222,0.592628571076293,0.138665996477155,0.0127513914103296,0.769823727275468
21UYT14RUFUNSA,0.0164974068266936,0.0277073329543412,1.26825925925926,0.641094647291225,0.131246980319021,0.00592100761591463,0.800683862264767
19Ayt17BestPerforming_Ilonga,0.0970905687454347,0.059170408594575,2.31370512889742,0.811231708236109,0.105134263052505,0.019530026289412,0.893782601480297
20Ayt28WhiteFlesh-Chambezi_setA,0.0183577368327675,0.237782144006325,1.88892857142857,0.133755163257648,0.258151161636304,0.0159022947456597,0.365725529950601
20C1bUYT2nonGS_set2Ikenne,0.0489101050940054,0.41706195348616,1.63757446594659,0.484053106604103,0.394365784925443,0.0254049182529166,0.693238311605141
20C1bUYT2nonGS_set2onne,0,1.11322946992481,1.93831578947368,0,0.544336947806637,0,NA
20C1bUYT2nonGS_set2Umudike,0,2.70841132518797,1.76847368421053,0,0.93059070183535,0,NA
20UYTYrII19KAOMA,0.0267269827086543,0.0150684207280371,1.58508771929825,0.841800308922422,0.0774427145532272,0.00422820040794488,0.917496762349831
19C1aUYTGSumu,0,1.19245905142166,1.01303448275862,0,1.07794724932899,0,NA
20C1bUYT2nonGS_set2kano,0,1.87364590955838,1.82705172413793,0,0.749191630678709,0,NA
17.GS.C0.C1.AYT.20.setA.IB,0.594132206300012,0.495046594167068,2.41379336521035,0.779757737823489,0.291489522826517,0.131425331541688,0.88249332388754
12uyt15yrt8AIB,0.0667962302809174,0.0294902331996343,2.1723,0.900597563463312,0.0790531721053069,0.00663970804138887,0.948998189388848
15clonalevalIB,0.514785681757565,0.244211976473437,2.57263931509599,0.818742968296783,0.192089920589116,0.0965179012270508,0.901392575208579
18UYT9CHITEDZE,0.0262712231545712,0.0310925160508624,0.673949999999999,0.771676400992445,0.261637659793313,0.00599834022098233,0.878451137509904
19C1bUYTnonGSset2ikenne,0,0.490718999717514,2.11998333333333,0,0.330433438769883,0,NA
19PYT22HYLD2KYK,0,0.173725988700565,2.21833333333333,0,0.187890832596865,0,NA
20UYTYrII16KABANGWE,0.0135425238831646,0.0918918667361234,1.142,0.306578205766855,0.265443706608309,0.00939068120950923,0.553695047627171
20UYTYrII16MANSA,0.0209538679482192,0.0229011332955255,1.31566666666667,0.732971054106021,0.115022450447203,0.00559528927061461,0.85613728694995
13Ayt16HighFlowerIB,0,1.6043005796211,2.36503174603175,0,0.535557240943073,0,NA
17AYT21NM,0,0,3,NA,0,0,NA
13Ayt16ICTIB,1.22291675539124,0.291666660533834,2.56250000000001,0.943729908506347,0.210755792854408,0.0688136377149866,0.97145762054057
18PYT28HYLD2KYK,0.0482511138217187,0.056860698346979,2.44352981591194,0.696808913749835,0.0975862101228548,0.0157616080376429,0.820574243527407
18pyt28VForestKYK,0.0488035638031536,0.0574337702627355,2.47085072410313,0.697095388768296,0.0969922769878779,0.0159281375252084,0.820748179290627
19C1aUYTGSotobi,0.107544399423735,1.06955761430916,2.5350303030303,0.376287241407341,0.407961271603346,0.0670768140357686,0.61342256349709
21PYT20YellowKABANGWE,0.0443317079489246,0.0715178055391244,1.02681818181818,0.650301788968186,0.260443510132188,0.0155027189617238,0.806412914683406
NGTZ18KBH_AYT3,0.00695041258263247,0.121634850424809,2.31187548204762,0.0972714983668759,0.150856689659671,0.00627703580858386,0.311260330054989
15.GS.C1.AYT.28.IK,0.638063341576571,0.35529310948336,2.6397002158849,0.841510205731558,0.225807719401884,0.101588980102819,0.916943526461393
19C1aUYTnonGSikenne,0.13603792096083,0.43432732504358,2.72773379461356,0.610299930479369,0.241605375256425,0.0545386256628517,0.774010645235499
19C2bCETnonGSumu,0,2.62637212008281,2.64071428571428,0,0.613700835981835,0,NA
19C1bUYTGSikenne,0,0.766556816901408,2.28083333333333,0,0.383865095310506,0,NA
17cet79Chitedze,0.0460710111519426,0.043441083651083,0.858204907376785,0.543189265441715,0.242861868257994,0.0219026767046875,0.724284996683619
19AYT30CBSDBLG,0.104558844925705,0.0548701535895137,1.56346589631239,0.831314585134797,0.149823409313268,0.018118300254103,0.909239634948225
17clonalevalhighDMIK,0.0589344415731302,0.151937552923428,1.12101911487276,0.436864608803535,0.347711893318961,0.0334107086526872,0.65809336072555
19C1bAYTGSotobi,0,1.10506867719298,2.73144736842105,0,0.384859133709397,0,NA
20C2bPYTnonGSOtobi,0,0.767597920526316,2.22469736842105,0,0.393818354912869,0,NA
19PYT22HYLDKYK,0,0.194446343130554,1.30519480519481,0,0.337850490203807,0,NA
19pyt22USavannahKYK,0,0.185857826384142,1.33116883116883,0,0.323859981441747,0,NA
21PYT22WhiteKABANGWE,0.0220091220715052,0.0195198565349904,0.979397435897437,0.771823609141033,0.14265248715881,0.00502196204025049,0.878534921981496
21Pyt78_Namulonge,0.0220091220715052,0.0195198565349904,0.979397435897437,0.529970223444472,0.14265248715881,0.00502196204025049,0.878534921981496
20pyt42HTCbulkIB,0.0943831383632139,0.044552136373909,1.76945762374093,0.801398710924155,0.119287270375291,0.0191884757724658,0.892578251021859
19AYT30CBSDKIL,0.0808458693537128,0.0667310299241364,1.43036987490546,0.771892407667339,0.180599090572826,0.0191880521385987,0.87330340855958
20AYT27Kabangwe,0.00134891542652803,0.0243903963680108,1.31624391126071,0.271832294084911,0.118651451056861,0.0010092770832134,0.501783060688019
13pyt20nr12UM,0.282570516789756,0.36110943602822,2.64907489009264,0.771539994359442,0.226842895634969,0.0714875769145587,0.864297275848429
18C1aUYTnonGSset2umu,0,0.581396917344174,1.92545121951219,0,0.396007892837869,0,NA
13ayt21highTCIB,0.290079376495672,0.301587298780452,1.5952380952381,0.793702505253538,0.344255598238939,0.059842648648673,0.890899828967061
20UYT14EVTMVZ,0,0.640735628227194,1.53571428571429,0,0.521229530159079,0,NA
19C1bUYTnonGSset2umu,0,2.02835716442577,1.91204705882353,0,0.744858260340162,0,NA
19C1bUYTnonGSset2onne,0,2.22770826046512,1.9363023255814,0,0.770825353144179,0,NA
18C1aUYTnonGSset1kano,0,2.00679891259022,2.18562068965517,0,0.648152402773572,0,NA
18clonalevalPDIB,0.028095742424962,0.628843499313786,1.39908494754298,0.0974508335642725,0.566796557356111,0.0254489836241072,0.306928294778894
19AYT30Mansa,0.00330098519745751,0.0225177011676685,0.933816091954023,0.30545203527703,0.160694373961715,0.00229269255047477,0.552677152845158
13uyt30yrtUB,0,0,1,NA,0,0,NA
18C1aUYTnonGSset2kano,0,2.0955328968789,2.17595555555556,0,0.665268899166832,0,NA
19AYT30CBSDMLG,0.0330134456479124,0.193927290056891,1.81124444444444,0.338058979272563,0.243132154147001,0.0218529539099089,0.581428395653809
19AYT30Kabangwe,0.00929050109894373,0.0390292000333105,1.25486666666667,0.416610019169617,0.157433533023233,0.00541998525801743,0.645453343913886
19C1aUYTnonGSkano,0,1.79448789275905,2.56807777777778,0,0.521629438925528,0,NA
10uytUM,0.228356291729082,0.685130363341704,2.46187869499596,0.70227131103812,0.336217223526494,0.0737808446461725,0.822742183021982
18C1bAYTnonGSset1Otobi,0,1.16184818860487,2.47835869565217,0,0.434921152395843,0,NA
18PYT28HYLDKYK,0.0509413722626631,0.0553216756924496,1.406576647516,0.758314758185244,0.167218475748422,0.0133694948894151,0.858808092643421
18pyt28USavannahKYK,0.050272870174407,0.0524418168513496,1.43104948549208,0.765614750165708,0.160023665032478,0.0128245437553765,0.86307664863552
11uyt10RepeatUM,0.227191764771698,0.680405580740056,2.46691748048053,0.711463846769439,0.334371544422447,0.0673283753337515,0.838838231208866
13ayt24ppdIB,1.04883761501362,0.33680555048858,2.73958333333334,0.925685358203672,0.211838603382711,0.0779439916622516,0.962125437873707
18ayt28highTCMK,0,0.189473684210526,1.25,0,0.348228600052806,0,NA
12PYT36genpyramOtobi,1.14711422403324,0.074941380506351,2.36365714848787,0.975686072382389,0.115818080445358,0.0307289173699568,0.98651506892974
20PYTYrII37KABANGWE,0.0386671506862378,0.0853838081164811,0.866532768688665,0.557120834401343,0.337211804823707,0.0172599243811977,0.744061981882517
21CET84Chitala,0.0339815809192304,0.0774413590888042,1.04002990538747,0.343136261403551,0.267571994404745,0.0232190804912928,0.562775005719479
19PYT51Kabangwe,0.0511854192801586,0.0456134810188549,1.21003756153133,0.685492190854456,0.176501238329485,0.0162582784786271,0.826053898048642
19C1aUYTnonGSonne,0,0.77450475761988,2.43606862745098,0,0.36126220314367,0,NA
19C1aUYTnonGSumu,0,0.934567694525334,2.13055882352941,0,0.453745000574585,0,NA
19C1bUYTGSumu,0,1.26223913181907,1.67739215686275,0,0.669786225780004,0,NA
18C1aUYTnonGSset1umu,0,0.875876444688645,1.9328380952381,0,0.484201295047221,0,NA
19C1bUYTGSotobi,0,0.818434023797161,2.75393518518519,0,0.328502079408957,0,NA
20AYT15Chitala,0.0211887064458697,0.136065047725219,0.872059483293137,0.469544625770226,0.422987155716589,0.0113383920727462,0.681824846733427
20C1bUYTGSonne,0,1.78892819384981,2.0841376146789,0,0.641756184362736,0,NA
19C1bAYTGSumu,0,1.42067580884521,1.63986486486486,0,0.726841024331248,0,NA
19C1bAYTGSkano,0,1.69073424831081,1.6684375,0,0.779341373308529,0,NA
20UYT19Kaoma,0,0.142179236764478,1.05785964912281,0,0.356442956714364,0,NA
20C1bUYTGSUmudike,0,0.843874602698651,1.39137931034483,0,0.660227207152043,0,NA
13uyt30yrtIBA,1.07533359406551,0.523631795868533,2.20190250249414,0.893920223663516,0.328635836509223,0.115958526285811,0.944544899302358
20PYT38Chitala,0.0411721868976165,0.0603302991105351,1.28742280620722,0.681237749797821,0.19078601682549,0.0145068244668398,0.804769998479639
18AYT40NM,0.0410440187161959,0.0374574995031284,2.15525,0.766750089374644,0.089799049014965,0.00957351369725812,0.875642672198337
20UYT20Rufunsa,0,0.204580480672269,1.3262,0,0.341053942127312,0,NA
20C2bPYTGSumudike,0.0848104483907088,0.2771929047549,2.96577054536015,0.373964713304956,0.1775225416114,0.0532014110952848,0.610493374147358
20C1bUYTGSkano,0,1.97438430507936,1.87070634920635,0,0.751121554355385,0,NA
KBH_2017_18_PYT_2,0.0225931767972296,0.0899442371793317,2.30208838631418,0.29957444636404,0.130276078602468,0.0159358084373206,0.542828502710805
11ayt32whtrtIB,0.0679901866620294,0.417977341214304,2.20492683342748,0.409693890378075,0.293212301454215,0.0404133410069243,0.636867632714194
15.GS.C2.CE.Res.Cons.IB,1.19251038477545,4.6476935905982e-10,2.14171750783074,0.999999999613305,1.00659914540439e-05,4.62939558253531e-10,0.999999999805897
15.GS.C1.AYT.44.IK,0.774195447942849,0.151515151066886,2.59848484848491,0.938759524870143,0.14979863043339,0.0474120970753925,0.968896034087323
20PTY49Kabangwe,0.00535828698481641,0.0461271896597695,0.896042150990434,0.362208090926195,0.239690078642302,0.00367636293874353,0.560260758192844
14.GS.C1.EC.329.MK,0.510103879797192,0.199496863710554,2.27576835287676,0.742218659741441,0.196263700228809,0.142307545173259,0.849130391337038
17C1aAYTGSOtobi,0,1.40700748513074,2.18194029850746,0,0.543632410176784,0,NA
13AYT70mpopfOtobi,0,0.977890616735428,2.68115942028986,0,0.368826826493006,0,NA
14.GS.RESCUED.C2.CE.IB,0.501837378752934,2.86037833079072e-10,2.805760005051,0.99999999943409,6.02783310628265e-06,2.85008919848286e-10,0.999999999716035
14.GS.C3.CB.173.UB,0.501837378752934,2.86037833079072e-10,2.805760005051,0.999999999430019,6.02783310628265e-06,2.85008919848286e-10,0.999999999716035
17.CASS.PYT.49.setA.IB,0.0901722391084086,1.91682347969494e-15,1.14285714285714,0.999999999999993,3.83088498475409e-08,6.84579814176758e-16,0.999999999999996
20C2bPYTnonGSUmudike,0,1.42515499595445,1.52406338028169,0,0.783299810869237,0,NA
17C1aAYTGSumu,0,1.01839705589549,2.06711805555556,0,0.488194955056745,0,NA
19C1bUYTnonGSset1umu,0,2.30174383797573,2.45007432432433,0,0.619226074559622,0,NA
PYT 2010,0.156565540832378,0.56865587171336,1.796878641248,0.514314313727114,0.41966815683085,0.0768258349745566,0.713656496178766
18C1aUYTGSumu,0,1.06207712495643,1.91438157894737,0,0.538331162814007,0,NA
19.CMSSurveyVarieties.AYT.40.AB,0,1.27469621401185,1.52639473684211,0,0.7396674170203,0,NA
19C1bUYTnonGSset1otobi,0.143670901238157,1.03601500114526,2.59803668673618,0.450969183964756,0.391775923054246,0.0789585359132168,0.67113398159136
